Día;dia/semana;Línea de servicio;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00
12/04/2019;viernes;LINEA 1;2705;8910;11245;10664;6622;5987;5074;5365;5800;5898;6060;6535;8331;10488;9043;6238;4360;3938;2474
12/04/2019;viernes;LINEA 2;96;541;782;760;685;721;767;811;880;788;925;990;1419;1653;1738;1156;913;656;275
13/04/2019;sábado;LINEA 1;2225;5817;7452;7934;5643;5003;4525;5169;6579;7202;7014;6052;5888;5511;5033;4083;3329;3168;2161
13/04/2019;sábado;LINEA 2;84;395;492;573;467;611;577;735;992;960;955;972;895;947;874;814;527;582;204
14/04/2019;domingo;LINEA 1;511;2147;2700;2697;2365;2715;3126;2734;2966;3321;3906;3539;3283;3246;3218;2897;2715;2028;325
14/04/2019;domingo;LINEA 2;3;140;188;183;156;279;357;309;404;529;419;338;362;431;426;417;225;171;32
15/04/2019;lunes;LINEA 1;2442;6774;9590;8318;5603;4990;4339;4369;4527;4682;5275;5566;6845;9067;8236;5054;3356;2867;1746
15/04/2019;lunes;LINEA 2;66;463;652;679;605;616;692;760;805;760;809;1011;1341;1628;2011;1105;704;411;182
16/04/2019;martes;LINEA 1;2359;6917;9588;8389;5618;4945;4754;4400;4593;4792;5261;5564;6984;8921;8044;5232;3467;3093;1760
16/04/2019;martes;LINEA 2;72;495;670;673;668;664;770;726;787;737;833;1010;1266;1590;1566;1076;804;422;210
17/04/2019;miércoles;LINEA 1;2341;6638;8918;7787;5354;4880;4706;4472;5133;4649;5632;5962;6994;7615;6764;4685;3426;3026;1823
17/04/2019;miércoles;LINEA 2;77;483;662;650;565;666;658;846;837;676;963;1004;1209;1391;1352;933;672;398;204
18/04/2019;jueves;LINEA 1;439;1979;2307;2334;2190;2390;2803;2559;2717;3036;3217;3030;2963;2910;3314;2239;2282;2039;503
18/04/2019;jueves;LINEA 2;2;131;144;187;136;251;222;180;286;301;311;334;311;364;424;293;269;216;23
19/04/2019;viernes;LINEA 1;302;1389;1607;1448;1680;1914;1863;2040;2216;2258;2341;2171;2456;2737;2899;2175;1864;1567;242
19/04/2019;viernes;LINEA 2;;101;117;128;95;209;129;163;272;171;241;179;275;327;328;213;174;184;39
20/04/2019;sábado;LINEA 1;1160;2688;3577;3635;3368;3422;3433;3655;3969;4049;4592;3907;4055;4041;3480;2886;2597;2379;1301
20/04/2019;sábado;LINEA 2;38;191;229;224;296;331;390;479;576;620;689;660;606;684;428;534;420;373;142
21/04/2019;domingo;LINEA 1;380;1578;1866;1909;1848;2245;2636;2434;2658;3147;2830;3094;3093;3107;3138;2708;2469;1870;304
21/04/2019;domingo;LINEA 2;1;125;130;167;142;266;395;240;355;410;313;294;322;364;408;338;218;175;19
22/04/2019;lunes;LINEA 1;2620;8646;10476;10118;6172;5594;5004;5411;5834;5799;6013;6305;7874;10956;9398;5929;3995;3268;1761
22/04/2019;lunes;LINEA 2;66;553;688;708;637;704;724;827;920;810;944;1070;1438;1752;1762;1227;874;557;195
23/04/2019;martes;LINEA 1;3031;10401;12731;12226;7667;7034;5705;6323;6984;6921;6893;8031;9255;11732;9791;6547;4610;3971;2064
23/04/2019;martes;LINEA 2;104;637;803;984;810;843;904;1073;1155;861;1025;1323;1620;1948;1873;1255;1018;610;226
24/04/2019;miércoles;LINEA 1;2677;9679;11382;10957;6599;5814;4949;5476;5816;5832;6126;6282;8090;11615;9057;5325;3704;2768;1790
24/04/2019;miércoles;LINEA 2;77;575;815;840;715;755;715;859;1027;848;924;1099;1342;1725;1583;992;794;429;224
25/04/2019;jueves;LINEA 1;789;2195;2782;1411;671;8;789;165;329;1058;1701;1254;5517;29937;11605;14032;29175;7161;3089
25/04/2019;jueves;LINEA 2;80;569;630;732;211;10;103;37;52;417;765;506;1422;1365;1635;2047;1252;909;284
26/04/2019;viernes;LINEA 1;;;;15;;4661;21259;28089;4928;6148;8883;7968;9848;11489;9531;6829;4535;3968;2503
26/04/2019;viernes;LINEA 2;4;59;66;102;75;68;23;20;31;1026;2982;2331;3010;2560;1781;1335;943;552;543
27/04/2019;sábado;LINEA 1;1698;3439;3443;12436;8380;5029;4693;5114;7092;7400;7393;6511;6336;5616;4969;4092;3647;3091;2242
27/04/2019;sábado;LINEA 2;169;270;241;936;735;585;579;778;1098;1073;1042;924;1007;953;895;822;508;483;256
28/04/2019;domingo;LINEA 1;515;2150;2949;3061;2541;3078;3340;3073;3211;3652;3795;3546;3473;3631;3318;3103;2958;2315;396
28/04/2019;domingo;LINEA 2;2;132;157;212;161;283;402;294;453;485;384;308;443;408;439;449;314;202;44
29/04/2019;lunes;LINEA 1;2744;9054;11262;10343;6574;5777;4892;5353;5830;5818;5818;6174;7634;10900;9104;6254;4024;3395;1783
29/04/2019;lunes;LINEA 2;73;742;901;811;672;698;774;920;998;775;856;1079;1437;1736;1846;1258;893;479;173
30/04/2019;martes;LINEA 1;2679;9553;11658;10844;5992;6587;4978;5312;5759;5964;6023;6438;8076;10868;9742;6436;4698;3974;2378
30/04/2019;martes;LINEA 2;77;654;753;868;629;824;791;1001;851;758;1000;1108;1369;1372;1812;1461;1032;601;271
01/05/2019;miércoles;LINEA 1;641;2419;3058;2834;2726;2750;2994;2055;2434;3592;4233;3868;4019;4117;3924;3433;3133;2721;530
01/05/2019;miércoles;LINEA 2;2;156;154;211;126;74;;;196;355;352;350;417;481;485;422;470;228;58
02/05/2019;jueves;LINEA 1;2702;9527;11670;11111;6991;6347;5285;5686;6052;6017;2661;;;29549;9756;6311;4448;3651;2006
02/05/2019;jueves;LINEA 2;64;587;719;770;591;810;723;1018;1097;895;941;1242;1500;1873;1889;1329;955;582;222
03/05/2019;viernes;LINEA 1;2749;9181;11705;10766;6803;6146;5173;5787;5951;5995;6257;6838;8418;10990;9222;6118;4642;3944;2776
03/05/2019;viernes;LINEA 2;74;515;735;808;697;945;791;935;1045;774;989;1113;1433;1786;1775;1168;838;574;293
04/05/2019;sábado;LINEA 1;2125;5699;7489;8197;5930;5179;4906;5357;7314;7338;7398;6427;6481;5896;5371;4473;3604;3066;2145
04/05/2019;sábado;LINEA 2;58;395;516;583;500;550;583;760;1110;659;6;;3;797;973;868;548;462;232
05/05/2019;domingo;LINEA 1;491;2023;2636;2836;2876;3179;3380;3179;3266;4011;4026;3519;3591;3663;3983;3508;3058;2320;457
05/05/2019;domingo;LINEA 2;;112;138;217;175;344;410;320;415;481;454;344;404;447;532;447;326;193;29
06/05/2019;lunes;LINEA 1;2763;9042;11341;10535;6618;6154;4946;5506;5874;5835;6024;6385;7805;11188;9339;6100;4021;3229;1669
06/05/2019;lunes;LINEA 2;68;590;683;792;715;730;826;977;998;812;916;1145;1436;1581;1751;1340;911;457;169
07/05/2019;martes;LINEA 1;2760;9457;11731;10970;6831;6054;5093;5350;5837;5696;5958;6033;8323;11345;9316;6056;4536;3536;1840
07/05/2019;martes;LINEA 2;113;584;791;864;727;803;866;915;1020;801;791;1063;1432;1777;1834;1207;962;612;185
08/05/2019;miércoles;LINEA 1;2807;9289;11440;11163;6768;5970;4426;5419;5723;5525;5745;6131;8147;11368;9443;6119;4415;3649;1939
08/05/2019;miércoles;LINEA 2;78;576;770;827;758;708;722;907;973;597;817;1057;1450;1737;1747;1193;969;585;207
09/05/2019;jueves;LINEA 1;2690;9332;11622;11134;6789;5924;5092;5581;5940;6138;5725;6320;8423;11508;9642;5860;4668;3754;1826
09/05/2019;jueves;LINEA 2;93;613;803;827;698;757;777;970;979;762;839;1107;1321;1578;1641;1263;926;555;187
10/05/2019;viernes;LINEA 1;2440;8737;11533;10582;6943;6151;5179;5615;6007;5773;6264;6835;8392;10555;9124;6323;4691;3947;2411
10/05/2019;viernes;LINEA 2;89;547;747;779;659;671;812;818;962;788;846;979;1337;1473;1675;1228;900;689;288
11/05/2019;sábado;LINEA 1;2183;4828;6721;7650;5957;5350;4874;5306;7538;7495;7080;6384;6019;5499;5132;4087;3300;2901;1971
11/05/2019;sábado;LINEA 2;64;425;618;667;521;532;584;726;1143;1029;1001;951;1088;1086;917;891;582;440;220
12/05/2019;domingo;LINEA 1;422;1551;2064;2271;2404;2725;3226;3438;3438;3724;3326;3047;3249;3552;3522;3151;3077;2435;375
12/05/2019;domingo;LINEA 2;;136;136;175;156;299;431;387;449;432;356;382;403;393;386;314;266;235;27
13/05/2019;lunes;LINEA 1;2693;8490;10785;9939;6180;79;;;;21901;11079;6183;7704;11152;9222;5784;4020;3194;1528
13/05/2019;lunes;LINEA 2;72;528;722;771;618;7;;;;1822;965;1053;1385;1699;1716;1128;827;500;181
14/05/2019;martes;LINEA 1;2664;9116;11462;10840;6394;5944;5112;5339;5740;5508;5928;6348;7940;11339;9241;6155;4446;3505;1771
14/05/2019;martes;LINEA 2;75;643;749;832;736;719;786;919;992;796;836;1104;1482;1787;1831;1277;951;518;204
15/05/2019;miércoles;LINEA 1;2642;9115;11521;10724;6769;5862;4906;5415;5786;5946;5985;6022;7897;11096;9441;6171;4241;3612;1923
15/05/2019;miércoles;LINEA 2;87;611;780;824;684;802;778;837;976;832;902;1061;1432;1695;1745;1244;915;609;230
16/05/2019;jueves;LINEA 1;2717;8918;11339;10584;6617;5932;5037;5290;5587;5759;5852;6101;8122;11072;9087;5847;4350;3348;2056
16/05/2019;jueves;LINEA 2;85;545;815;777;689;689;810;918;1025;769;936;1152;1354;1674;1690;1111;891;534;204
17/05/2019;viernes;LINEA 1;2646;8463;11100;10490;6537;6008;5059;5384;6006;5843;6161;6717;8375;11205;9223;6071;4443;3781;2357
17/05/2019;viernes;LINEA 2;81;518;756;733;668;776;775;861;944;802;884;1128;1395;1825;1767;1214;829;560;290
18/05/2019;sábado;LINEA 1;2155;5721;7520;8153;5557;4982;4632;5264;7065;7297;7261;5908;5996;5322;4978;4182;3409;3021;2085
18/05/2019;sábado;LINEA 2;62;437;526;547;523;547;609;730;1013;1067;1048;847;1056;978;887;827;563;431;221
19/05/2019;domingo;LINEA 1;447;1875;2365;2672;2604;2971;3165;2985;3425;3539;3701;3607;3795;3392;3314;3153;2869;2152;362
19/05/2019;domingo;LINEA 2;;130;17;120;183;234;342;357;415;466;374;369;414;415;464;403;229;169;20
20/05/2019;lunes;LINEA 1;2671;8558;11335;10218;6697;6414;5079;5169;5717;5661;5866;6093;8151;11049;9138;5883;3816;3286;1606
20/05/2019;lunes;LINEA 2;78;552;738;745;686;748;799;904;923;793;947;1094;1486;1814;1801;1147;833;506;173
21/05/2019;martes;LINEA 1;2661;8984;11591;10371;6555;5750;4933;5289;5782;5694;5895;6288;7948;11214;9145;5971;4032;3494;1689
21/05/2019;martes;LINEA 2;66;562;782;785;730;744;770;899;996;832;870;1060;1488;1702;1767;1244;988;531;185
22/05/2019;miércoles;LINEA 1;2670;8884;11377;10596;6536;5716;5013;5181;5770;5668;5472;6088;7859;11206;9332;5846;4150;3392;1683
22/05/2019;miércoles;LINEA 2;54;585;770;815;713;718;701;846;954;858;890;1112;1245;1692;1681;1260;799;573;195
23/05/2019;jueves;LINEA 1;2651;8956;11317;10506;6355;5695;4787;5318;5477;5364;5553;6273;7678;11331;9612;6160;4060;3341;1741
23/05/2019;jueves;LINEA 2;89;555;786;727;634;638;933;795;976;729;848;1004;1357;1667;1752;1067;854;554;227
24/05/2019;viernes;LINEA 1;2686;8840;11428;10432;6653;5707;4931;5386;5505;5710;5993;7072;8593;10597;8908;6214;4350;3737;2246
24/05/2019;viernes;LINEA 2;78;527;796;780;698;650;800;880;896;767;954;1106;1386;1516;1783;1175;735;563;226
25/05/2019;sábado;LINEA 1;2184;5739;7370;8074;5819;5075;4669;5440;7412;7464;7060;6437;6130;5427;4993;4383;3401;2795;2040
25/05/2019;sábado;LINEA 2;51;387;488;604;507;560;614;720;1130;941;1003;940;934;993;874;799;468;402;216
26/05/2019;domingo;LINEA 1;498;1960;2632;2625;2452;2679;3113;2838;3055;3524;3648;3475;3534;3494;3647;3143;2869;2187;350
26/05/2019;domingo;LINEA 2;;153;168;194;184;285;372;332;337;504;374;325;452;419;478;441;275;177;23
27/05/2019;lunes;LINEA 1;2751;8449;11112;10252;6355;5631;4986;5052;5593;5490;5654;6091;7612;10925;9616;6019;4000;3143;1638
27/05/2019;lunes;LINEA 2;72;549;738;770;627;739;768;840;889;762;939;1145;1355;1511;1921;1242;788;447;190
28/05/2019;martes;LINEA 1;2742;8880;11645;10208;6403;5633;4615;5075;5410;5283;5636;6028;7561;11243;8778;5804;3997;3130;1676
28/05/2019;martes;LINEA 2;62;576;775;838;715;731;662;836;923;885;888;1029;1286;1621;1567;1200;826;498;197
29/05/2019;miércoles;LINEA 1;2765;8725;11428;10460;6502;5487;4874;5069;5559;5479;5709;6180;7643;11276;9349;5907;4056;3293;1964
29/05/2019;miércoles;LINEA 2;73;565;786;769;659;692;707;871;958;756;884;1095;1256;1772;1483;1174;893;510;214
30/05/2019;jueves;LINEA 1;2684;8654;11182;10233;6490;5594;4444;4795;5601;5348;5834;6116;7710;10677;9326;6194;4496;3433;1973
30/05/2019;jueves;LINEA 2;80;570;716;801;691;699;602;868;823;716;872;1045;1501;1531;1649;1289;959;542;216
31/05/2019;viernes;LINEA 1;2709;8303;11320;9980;6449;5693;4757;5173;5690;5439;5963;6941;8241;10362;8557;5794;3895;3856;2374
31/05/2019;viernes;LINEA 2;77;533;795;722;725;727;779;843;964;710;902;1229;1327;1560;1652;1176;651;651;277
01/06/2019;sábado;LINEA 1;2131;5495;7283;7624;5413;4884;4649;5258;7016;7381;6823;5934;6158;5410;4932;3985;3370;3143;2036
01/06/2019;sábado;LINEA 2;76;417;460;514;472;504;538;696;1280;1084;1056;894;1051;1058;916;805;498;454;197
02/06/2019;domingo;LINEA 1;421;1885;2451;2683;2617;2924;3237;3049;3244;3634;3513;3535;3637;3589;3428;2835;2735;2390;435
02/06/2019;domingo;LINEA 2;;143;125;203;169;299;350;298;452;461;431;366;420;444;444;368;276;218;47
03/06/2019;lunes;LINEA 1;489;1948;2281;2230;1946;2073;2477;2570;2832;3029;3622;3389;3495;3421;3496;3025;2892;2128;337
03/06/2019;lunes;LINEA 2;;139;163;159;121;225;220;203;206;213;280;323;340;464;392;332;322;179;31
04/06/2019;martes;LINEA 1;2795;8781;11380;10696;7035;5936;5320;5470;6259;6043;6303;6399;7935;11065;9797;6298;4120;3420;1827
04/06/2019;martes;LINEA 2;87;554;712;756;749;816;889;1026;1087;950;1004;1255;1483;1825;1930;1369;933;534;215
05/06/2019;miércoles;LINEA 1;2717;8688;11434;10610;6776;5748;5019;5244;5668;5698;5958;6383;7906;11131;9173;6130;4212;3371;1912
05/06/2019;miércoles;LINEA 2;79;576;784;800;672;811;802;948;945;770;891;1257;1380;1839;1693;1189;948;489;218
06/06/2019;jueves;LINEA 1;2748;8633;11359;10522;6603;5704;4780;5146;5632;5260;5718;6244;7917;11044;9263;6143;4165;3445;1854
06/06/2019;jueves;LINEA 2;82;538;840;757;665;730;789;941;906;840;867;1134;1295;1665;1797;1181;956;550;230
07/06/2019;viernes;LINEA 1;2662;8285;11088;10509;6342;5492;4993;5296;5392;5516;5871;6504;8524;10550;8818;6098;4375;3761;2217
07/06/2019;viernes;LINEA 2;97;520;752;784;679;716;720;829;874;874;927;1150;1502;1683;1540;1279;782;578;274
08/06/2019;sábado;LINEA 1;2274;5648;7479;7759;5529;4665;4661;5155;6955;7246;7102;6154;5932;5324;4890;4368;3492;3140;2377
08/06/2019;sábado;LINEA 2;70;444;547;548;522;562;596;731;1089;1047;949;913;1042;977;908;896;525;487;240
09/06/2019;domingo;LINEA 1;505;2230;3375;2655;2573;2840;3220;3434;3776;3626;3791;3508;3647;3595;3547;2802;2968;2144;376
09/06/2019;domingo;LINEA 2;1;158;191;206;163;284;332;334;398;489;382;353;442;418;500;408;297;205;21
10/06/2019;lunes;LINEA 1;2717;8166;11211;10355;6277;5665;4841;5164;5571;5387;5736;6226;7813;10716;9099;5913;3810;3063;1654
10/06/2019;lunes;LINEA 2;75;487;744;806;630;719;706;815;867;779;893;1145;1371;1329;1743;1191;786;494;174
11/06/2019;martes;LINEA 1;2661;8493;11314;10166;6532;5575;4957;5147;5428;5478;5801;6256;7852;11093;9339;6062;4101;3591;1774
11/06/2019;martes;LINEA 2;69;521;812;745;731;724;774;785;770;837;862;1116;1272;1411;1947;1194;945;537;175
12/06/2019;miércoles;LINEA 1;2652;8228;11032;10430;6478;5521;4640;4953;5301;5389;5432;5962;7586;10942;9000;6121;3979;3303;2048
12/06/2019;miércoles;LINEA 2;68;486;779;796;696;712;697;845;964;753;795;1077;1345;1685;1641;1326;819;460;223
13/06/2019;jueves;LINEA 1;2613;8359;10916;10165;6398;5342;4840;4955;5523;5335;5589;5999;7604;10691;9493;5925;4164;3372;1831
13/06/2019;jueves;LINEA 2;70;520;827;772;638;633;666;842;926;932;895;1035;1327;1513;1713;1170;896;482;190
14/06/2019;viernes;LINEA 1;2645;7994;11037;10258;6667;5509;4818;5153;5408;5313;6112;6457;8024;10218;8913;6086;4390;3717;2388
14/06/2019;viernes;LINEA 2;68;525;721;807;667;638;674;837;906;790;937;1052;1376;1681;1651;1232;811;540;298
15/06/2019;sábado;LINEA 1;2110;5448;7133;7799;5704;5040;5061;5549;7049;7549;7361;6593;6191;5030;4271;4550;3654;3217;2312
15/06/2019;sábado;LINEA 2;43;395;498;553;514;580;581;722;1013;1058;995;1057;1122;1061;805;916;510;481;244
16/06/2019;domingo;LINEA 1;425;1702;2138;2447;2509;2900;3367;3324;3515;3690;3515;3263;3284;3463;3617;3373;3113;2467;405
16/06/2019;domingo;LINEA 2;;117;138;170;177;305;383;364;470;440;401;322;429;445;465;412;295;221;44
17/06/2019;lunes;LINEA 1;2618;7809;10531;9685;6160;5268;4873;5155;5544;5218;5695;6094;7324;10460;8884;5799;3933;3196;1804
17/06/2019;lunes;LINEA 2;58;478;758;722;657;638;681;817;927;729;913;1141;1280;1738;1673;1189;864;400;217
18/06/2019;martes;LINEA 1;2569;8282;10944;10005;6216;5591;5013;5258;5351;5182;5712;6042;7594;10588;8948;5819;4145;3468;1885
18/06/2019;martes;LINEA 2;84;511;744;793;629;688;832;881;877;690;851;1039;1407;1560;1996;1257;925;470;212
19/06/2019;miércoles;LINEA 1;2660;8001;10804;10052;6096;5430;4929;5078;5324;5216;5844;6748;8903;8921;7765;5699;3759;3338;1892
19/06/2019;miércoles;LINEA 2;73;536;735;831;340;566;653;820;876;785;881;1163;1410;1596;1398;1127;800;479;208
20/06/2019;jueves;LINEA 1;2566;8094;10959;9862;6358;5501;4704;4967;5401;5133;5801;5932;7610;10518;9042;5958;4212;3484;1882
20/06/2019;jueves;LINEA 2;88;522;779;731;626;712;738;866;876;692;862;1008;1310;1581;1584;1340;893;463;228
21/06/2019;viernes;LINEA 1;2573;7823;10699;10091;6330;5492;4940;5087;5229;5383;5727;6640;7951;10135;8406;5712;4352;3615;2331
21/06/2019;viernes;LINEA 2;74;498;719;776;653;687;683;789;807;738;782;1108;1269;1802;1744;1105;836;525;301
22/06/2019;sábado;LINEA 1;2133;5452;6744;7168;5341;4849;4393;4943;6746;6719;6497;5687;5442;4923;4655;4219;3488;2966;2206
22/06/2019;sábado;LINEA 2;61;413;494;502;484;517;525;686;893;1051;964;793;912;898;777;821;524;521;232
23/06/2019;domingo;LINEA 1;528;1878;2488;2538;2365;2864;3287;2906;3326;3934;3098;2465;3410;3338;3069;2809;2770;2368;396
23/06/2019;domingo;LINEA 2;;126;156;177;155;251;373;301;374;522;373;289;355;384;469;341;272;171;36
24/06/2019;lunes;LINEA 1;519;1880;2362;2083;2000;2062;2426;2483;2541;2748;3196;3090;3450;3803;3452;2639;2747;1960;328
24/06/2019;lunes;LINEA 2;;137;170;183;145;219;213;188;177;274;236;272;317;468;394;292;285;151;85
25/06/2019;martes;LINEA 1;2679;7854;10756;9587;6271;5486;4845;5122;5271;5167;5860;6058;7297;10735;9338;5920;3993;3180;1684
25/06/2019;martes;LINEA 2;79;460;709;708;664;716;748;872;865;805;913;1074;1301;1647;1406;1401;817;463;190
26/06/2019;miércoles;LINEA 1;2663;7700;10667;9820;6245;5266;4741;4965;5178;4999;5595;6236;7570;10726;8974;5823;3852;3476;1826
26/06/2019;miércoles;LINEA 2;60;483;718;766;585;629;749;789;845;791;777;1024;1372;1702;1530;1190;953;504;231
27/06/2019;jueves;LINEA 1;2650;7997;10617;9849;6232;5375;4607;4961;5177;5105;5686;5909;7486;10303;8878;5815;4002;3399;1999
27/06/2019;jueves;LINEA 2;66;501;748;756;642;692;664;657;824;749;923;1091;1381;1817;1670;1202;787;541;210
28/06/2019;viernes;LINEA 1;2685;7812;10484;9277;6063;5325;5040;4920;5305;5060;5525;6345;8544;11105;6525;3901;3386;4221;2393
28/06/2019;viernes;LINEA 2;70;520;636;641;560;760;689;830;767;816;893;1042;1516;1579;1540;796;730;628;305
29/06/2019;sábado;LINEA 1;2167;5285;6541;7011;5258;4722;4563;4931;6411;6498;6541;5917;5387;5461;4785;3923;3140;2940;1896
29/06/2019;sábado;LINEA 2;65;397;490;465;435;451;572;672;868;1283;939;970;917;941;857;861;579;470;206
30/06/2019;domingo;LINEA 1;514;1881;2578;2701;2874;3202;3439;3148;3099;3705;3777;3596;3576;4002;3791;3283;2982;2658;480
30/06/2019;domingo;LINEA 2;;139;140;187;162;282;345;302;313;5;;;43;339;511;363;271;221;31
01/07/2019;lunes;LINEA 1;514;1818;2136;2198;2047;2109;2606;2517;2582;2906;3358;3312;3683;3766;3351;3237;2874;2235;359
01/07/2019;lunes;LINEA 2;;144;168;145;120;226;225;254;238;323;306;383;358;470;400;513;282;156;31
02/07/2019;martes;LINEA 1;2822;8048;10949;9831;6519;5649;5229;5138;5399;5459;5923;6392;7651;10723;9081;6008;3789;3134;1731
02/07/2019;martes;LINEA 2;41;543;703;778;726;783;870;958;883;747;905;1290;1390;1824;1740;1353;926;459;198
03/07/2019;miércoles;LINEA 1;2653;7935;10919;9708;6167;5473;4888;5013;5403;5354;5961;6254;7857;10870;8910;5887;3822;3200;1845
03/07/2019;miércoles;LINEA 2;59;517;713;722;593;732;750;895;867;772;928;1124;1403;1753;1600;1276;798;524;201
04/07/2019;jueves;LINEA 1;2633;8140;10793;8432;7489;5347;4933;5032;5184;5145;5677;6328;7989;10337;9227;5990;3963;3105;1795
04/07/2019;jueves;LINEA 2;65;560;760;592;784;671;823;819;851;778;984;1101;1381;1494;1835;1270;822;546;203
05/07/2019;viernes;LINEA 1;2700;7891;10897;9995;6257;5273;4931;5053;5466;5276;6141;6461;7718;10206;8870;6266;3834;3654;2244
05/07/2019;viernes;LINEA 2;87;537;701;702;633;678;752;895;813;823;929;1165;1461;1697;1578;1251;750;621;254
06/07/2019;sábado;LINEA 1;2240;5370;7133;7492;5441;4944;4668;5314;6663;7328;6823;6044;5950;5127;5046;4366;3792;3230;2115
06/07/2019;sábado;LINEA 2;67;397;530;509;536;553;656;748;1127;1051;1031;965;1041;927;870;868;553;529;225
07/07/2019;domingo;LINEA 1;547;1859;2599;2714;2790;3012;3376;3075;3377;4036;3806;3253;3336;3696;3535;3286;3102;2334;427
07/07/2019;domingo;LINEA 2;1;147;134;189;153;300;441;340;448;515;415;319;367;450;446;409;269;196;41
08/07/2019;lunes;LINEA 1;2790;7814;10659;9613;6126;5068;4752;4591;5125;5184;5738;6267;7631;9996;8627;5723;3556;2887;1620
08/07/2019;lunes;LINEA 2;71;545;744;742;641;684;791;824;855;766;923;1119;1463;1676;1821;1176;752;476;183
09/07/2019;martes;LINEA 1;2731;7879;11164;9697;6347;5317;4684;4634;5143;5095;5817;5869;7480;10294;9142;6027;3714;3203;1800
09/07/2019;martes;LINEA 2;83;561;678;748;648;717;722;846;883;782;865;1070;1397;1778;1772;1197;889;467;176
10/07/2019;miércoles;LINEA 1;2716;8277;11500;10567;5106;6022;5133;5246;5252;5373;5519;5844;7164;9042;9472;6160;3926;3286;1819
10/07/2019;miércoles;LINEA 2;73;595;781;706;691;690;777;833;537;681;512;189;1;;923;1386;781;478;213
11/07/2019;jueves;LINEA 1;2697;8205;10916;10119;6331;5452;4641;4750;5291;5260;5728;6119;7684;10316;8858;6080;4089;3327;1938
11/07/2019;jueves;LINEA 2;86;584;776;679;545;705;737;800;825;810;869;1029;1386;1389;1731;1271;851;463;183
12/07/2019;viernes;LINEA 1;2706;7998;10813;10175;6500;5392;4687;4791;5228;5304;5950;6479;7931;10027;8628;6166;4140;3562;2358
12/07/2019;viernes;LINEA 2;77;559;719;771;541;640;629;791;792;700;1179;1137;1346;1681;1652;1156;730;539;286
13/07/2019;sábado;LINEA 1;2223;5460;7119;7673;5625;4796;4347;4823;6988;7015;6793;6042;5775;5046;4912;4343;3340;3037;2180
13/07/2019;sábado;LINEA 2;61;447;513;490;498;616;530;610;1048;1064;941;818;967;928;886;880;593;480;238
14/07/2019;domingo;LINEA 1;533;1951;2527;2710;2674;2924;3302;3049;3075;3581;3705;3437;3536;3628;3570;3120;3122;2401;484
14/07/2019;domingo;LINEA 2;;152;163;207;176;273;370;338;360;445;473;337;434;428;492;458;305;195;28
15/07/2019;lunes;LINEA 1;2780;7853;10936;10230;6311;5449;4863;4696;5424;5401;5847;6203;7394;10263;8888;6022;3859;3008;1799
15/07/2019;lunes;LINEA 2;76;509;772;717;593;666;846;855;820;730;963;1127;1367;1737;1771;1164;841;393;218
16/07/2019;martes;LINEA 1;2653;8183;11274;10488;6469;5619;4897;4973;5578;5453;5775;6369;7844;10663;9371;6277;4221;3186;1875
16/07/2019;martes;LINEA 2;65;584;771;759;675;701;829;825;839;815;939;1087;1406;1530;1638;1350;838;469;187
17/07/2019;miércoles;LINEA 1;2725;8138;11252;10377;4416;;11818;5139;5307;5385;5927;6179;7871;11000;9065;6218;4308;3270;1873
